intersection_id,time,hour,minute,flow,speed,occupancy,queue_length,signal_phase,green_time,cycle_length,lane_num,is_peak,peak_sensitivity,weather,has_bus_stop,near_school_hospital,target_queue,y_hat_shared,shared_residual
A,2026-06-03 14:20:00,14,20,334.77,36.86,0.486,0.0,4,39.38,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 14:25:00,14,25,331.01,40.84,0.557,0.0,1,44.72,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 14:30:00,14,30,278.39,47.61,0.435,0.0,4,38.06,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 14:35:00,14,35,264.49,43.64,0.433,0.0,3,30.38,90,4,0,1.0,sunny,0,0,0.0,0.0005,-0.0005
A,2026-06-03 14:40:00,14,40,265.72,40.21,0.455,0.0,4,34.76,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 14:45:00,14,45,382.9,37.56,0.617,0.0,2,32.33,90,4,0,1.0,rainy,0,0,0.0,0.0033,-0.0033
A,2026-06-03 14:50:00,14,50,283.3,38.82,0.485,0.0,3,31.24,90,4,0,1.0,sunny,0,0,0.0,0.0104,-0.0104
A,2026-06-03 14:55:00,14,55,293.34,42.27,0.537,0.0,2,41.79,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 15:00:00,15,0,337.42,40.06,0.513,0.0,4,35.85,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 15:05:00,15,5,252.89,47.71,0.465,0.0,3,37.64,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 15:10:00,15,10,302.36,33.89,0.523,0.0,3,30.19,90,4,0,1.0,sunny,0,0,0.0,0.0141,-0.0141
A,2026-06-03 15:15:00,15,15,359.53,38.42,0.594,0.0,2,29.61,90,4,0,1.0,rainy,0,0,0.0,0.0304,-0.0304
A,2026-06-03 15:20:00,15,20,270.63,43.14,0.487,0.0,4,28.28,90,4,0,1.0,sunny,0,0,0.0,0.0054,-0.0054
A,2026-06-03 15:25:00,15,25,280.64,42.34,0.493,0.0,4,32.12,90,4,0,1.0,sunny,0,0,0.0,0.0014,-0.0014
A,2026-06-03 15:30:00,15,30,273.66,40.67,0.478,0.0,4,37.69,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 15:35:00,15,35,314.84,41.38,0.581,0.0,3,31.25,90,4,0,1.0,cloudy,0,0,0.0,0.016,-0.016
A,2026-06-03 15:40:00,15,40,362.65,38.93,0.597,0.0,4,38.79,90,4,0,1.0,rainy,0,0,0.0,0.0005,-0.0005
A,2026-06-03 15:45:00,15,45,313.47,45.89,0.507,0.0,4,35.3,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 15:50:00,15,50,279.6,39.11,0.463,0.0,1,30.48,90,4,0,1.0,sunny,0,0,0.0,0.0006,-0.0006
A,2026-06-03 15:55:00,15,55,276.43,39.81,0.489,0.0,4,24.24,90,4,0,1.0,sunny,0,0,0.0,0.0997,-0.0997
A,2026-06-03 16:00:00,16,0,282.73,42.2,0.537,0.0,3,31.49,90,4,0,1.0,cloudy,0,0,0.0,0.0028,-0.0028
A,2026-06-03 16:05:00,16,5,298.11,44.74,0.503,0.0,1,33.69,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 16:10:00,16,10,305.09,35.58,0.507,0.0,3,34.2,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 16:15:00,16,15,283.24,36.85,0.521,0.0,4,35.37,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 16:20:00,16,20,271.92,46.8,0.485,0.0,4,39.54,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 16:25:00,16,25,293.33,37.37,0.511,0.0,2,30.43,90,4,0,1.0,sunny,0,0,0.0,0.007,-0.007
A,2026-06-03 16:30:00,16,30,291.45,40.6,0.517,0.0,4,30.17,90,4,0,1.0,sunny,0,0,0.0,0.009,-0.009
A,2026-06-03 16:35:00,16,35,311.61,37.46,0.554,0.0,2,30.9,90,4,0,1.0,cloudy,0,0,0.0,0.0052,-0.0052
A,2026-06-03 16:40:00,16,40,344.5,41.21,0.577,0.0,1,36.8,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 16:45:00,16,45,302.75,42.2,0.491,0.0,1,38.22,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 16:50:00,16,50,359.86,39.51,0.601,0.0,1,35.89,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 16:55:00,16,55,363.73,38.79,0.618,0.0,1,37.19,90,4,0,1.0,rainy,0,0,0.0,0.0005,-0.0005
A,2026-06-03 17:00:00,17,0,393.46,37.35,0.646,0.0,4,40.23,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 17:05:00,17,5,412.35,30.56,0.69,0.0,4,44.53,90,4,1,1.0,sunny,0,0,0.0,0.0109,-0.0109
A,2026-06-03 17:10:00,17,10,433.92,38.19,0.693,0.0,3,40.54,90,4,1,1.0,sunny,0,0,0.0,0.0027,-0.0027
A,2026-06-03 17:15:00,17,15,426.61,35.97,0.684,0.0,2,51.45,90,4,1,1.0,sunny,0,0,0.0,0.0002,-0.0002
A,2026-06-03 17:20:00,17,20,400.69,32.83,0.67,0.0,3,36.71,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 17:25:00,17,25,442.82,34.83,0.661,0.0,2,39.89,90,4,1,1.0,sunny,0,0,0.0,0.0004,-0.0004
A,2026-06-03 17:30:00,17,30,382.95,38.74,0.576,0.0,2,44.95,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 17:35:00,17,35,439.79,38.84,0.662,0.0,3,43.94,90,4,1,1.0,sunny,0,0,0.0,0.0129,-0.0129
A,2026-06-03 17:40:00,17,40,367.8,40.37,0.556,0.0,2,37.52,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 17:45:00,17,45,382.12,43.03,0.59,0.0,4,39.64,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 17:50:00,17,50,434.86,33.94,0.67,0.0,4,37.82,90,4,1,1.0,cloudy,0,0,0.0,0.0029,-0.0029
A,2026-06-03 17:55:00,17,55,484.86,32.81,0.745,0.0,3,46.96,90,4,1,1.0,rainy,0,0,0.0,0.0034,-0.0034
A,2026-06-03 18:00:00,18,0,385.65,33.77,0.584,0.0,4,38.89,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 18:05:00,18,5,489.86,37.51,0.764,0.0,1,54.6,90,4,1,1.0,rainy,0,0,0.0,0.2082,-0.2082
A,2026-06-03 18:10:00,18,10,419.5,38.75,0.64,0.0,3,41.49,90,4,1,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 18:15:00,18,15,429.42,32.88,0.689,0.0,3,43.91,90,4,1,1.0,sunny,0,0,0.0,0.0021,-0.0021
A,2026-06-03 18:20:00,18,20,437.26,34.53,0.655,0.0,3,38.89,90,4,1,1.0,cloudy,0,0,0.0,0.0007,-0.0007
A,2026-06-03 18:25:00,18,25,499.85,33.95,0.783,0.0,2,39.04,90,4,1,1.0,rainy,0,0,0.0,0.2535,-0.2535
A,2026-06-03 18:30:00,18,30,501.33,37.27,0.749,0.0,2,45.58,90,4,1,1.0,rainy,0,0,0.0,0.0098,-0.0098
A,2026-06-03 18:35:00,18,35,393.2,39.54,0.63,0.0,4,32.94,90,4,1,1.0,sunny,0,0,0.0,0.0007,-0.0007
A,2026-06-03 18:40:00,18,40,396.03,35.45,0.638,0.0,4,44.76,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 18:45:00,18,45,391.33,35.85,0.646,0.0,1,50.18,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 18:50:00,18,50,348.09,40.15,0.557,0.0,4,41.75,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 18:55:00,18,55,381.85,37.78,0.598,0.0,1,43.62,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 19:00:00,19,0,358.19,42.12,0.556,0.0,1,41.98,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 19:05:00,19,5,397.59,37.29,0.624,0.0,4,41.44,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 19:10:00,19,10,518.81,37.44,0.72,0.0,4,36.75,90,4,1,1.0,rainy,0,0,0.0,0.9953,-0.9953
A,2026-06-03 19:15:00,19,15,374.41,39.24,0.581,0.0,1,50.92,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 19:20:00,19,20,392.07,42.19,0.63,0.0,2,56.29,90,4,1,1.0,sunny,0,0,0.0,0.0005,-0.0005
A,2026-06-03 19:25:00,19,25,383.22,43.98,0.565,0.0,2,47.3,90,4,1,1.0,sunny,0,0,0.0,0.0055,-0.0055
A,2026-06-03 19:30:00,19,30,472.01,37.28,0.709,0.0,4,45.27,90,4,1,1.0,cloudy,0,0,0.0,0.0005,-0.0005
A,2026-06-03 19:35:00,19,35,401.57,41.28,0.621,0.0,2,42.16,90,4,1,1.0,sunny,0,0,0.0,0.0006,-0.0006
A,2026-06-03 19:40:00,19,40,404.36,43.15,0.636,0.0,1,35.4,90,4,1,1.0,sunny,0,0,0.0,0.001,-0.001
A,2026-06-03 19:45:00,19,45,340.79,42.85,0.556,0.0,3,45.67,90,4,1,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 19:50:00,19,50,452.16,37.21,0.693,0.0,3,39.87,90,4,1,1.0,cloudy,0,0,0.0,0.0005,-0.0005
A,2026-06-03 19:55:00,19,55,393.76,34.1,0.682,0.0,4,35.36,90,4,1,1.0,sunny,0,0,0.0,0.0005,-0.0005
A,2026-06-03 20:00:00,20,0,277.59,42.03,0.482,0.0,3,34.91,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 20:05:00,20,5,273.3,41.36,0.437,0.0,4,37.9,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 20:10:00,20,10,226.96,42.82,0.409,0.0,3,31.75,90,4,0,1.0,cloudy,0,0,0.0,0.0013,-0.0013
A,2026-06-03 20:15:00,20,15,194.69,42.74,0.351,0.0,4,25.26,90,4,0,1.0,sunny,0,0,0.0,0.0174,-0.0174
A,2026-06-03 20:20:00,20,20,198.39,44.36,0.4,0.0,1,41.0,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 20:25:00,20,25,198.22,46.12,0.414,0.0,2,34.78,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 20:30:00,20,30,221.49,36.36,0.477,0.0,4,33.99,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 20:35:00,20,35,191.68,44.13,0.364,0.0,1,31.78,90,4,0,1.0,sunny,0,0,0.0,0.0013,-0.0013
A,2026-06-03 20:40:00,20,40,234.33,40.16,0.434,0.0,1,30.65,90,4,0,1.0,sunny,0,0,0.0,0.0006,-0.0006
A,2026-06-03 20:45:00,20,45,222.91,39.1,0.423,0.0,2,29.06,90,4,0,1.0,sunny,0,0,0.0,0.0,-0.0
A,2026-06-03 20:50:00,20,50,212.11,39.94,0.42,0.0,4,37.89,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 20:55:00,20,55,263.68,40.52,0.48,0.0,2,33.61,90,4,0,1.0,rainy,0,0,0.0,0.0004,-0.0004
A,2026-06-03 21:00:00,21,0,272.81,39.56,0.433,0.0,1,37.8,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 21:05:00,21,5,219.19,43.31,0.451,0.0,1,38.07,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 21:10:00,21,10,240.09,44.69,0.501,0.0,2,35.91,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 21:15:00,21,15,210.74,45.87,0.38,0.0,3,34.53,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 21:20:00,21,20,244.94,43.46,0.442,0.0,2,26.35,90,4,0,1.0,sunny,0,0,0.0,0.0053,-0.0053
A,2026-06-03 21:25:00,21,25,237.56,39.68,0.396,0.0,4,35.94,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 21:30:00,21,30,245.14,39.26,0.465,0.0,3,40.28,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 21:35:00,21,35,230.96,37.81,0.435,0.0,4,31.66,90,4,0,1.0,cloudy,0,0,0.0,0.0013,-0.0013
A,2026-06-03 21:40:00,21,40,228.41,43.28,0.401,0.0,4,33.68,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 21:45:00,21,45,228.09,45.82,0.449,0.0,2,34.87,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 21:50:00,21,50,184.56,38.16,0.374,0.0,3,45.33,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 21:55:00,21,55,207.73,42.14,0.407,0.0,1,38.13,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 22:00:00,22,0,268.06,40.97,0.482,0.0,3,33.34,90,4,0,1.0,rainy,0,0,0.0,0.0004,-0.0004
A,2026-06-03 22:05:00,22,5,166.22,46.18,0.331,0.0,4,32.77,90,4,0,1.0,sunny,0,0,0.0,0.0002,-0.0002
A,2026-06-03 22:10:00,22,10,224.43,50.4,0.368,0.0,4,35.98,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 22:15:00,22,15,228.8,46.01,0.41,0.0,2,36.38,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 22:20:00,22,20,264.97,39.96,0.5,0.0,1,37.14,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 22:25:00,22,25,203.15,42.14,0.385,0.0,1,33.71,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 22:30:00,22,30,189.19,46.03,0.353,0.0,1,37.12,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 22:35:00,22,35,192.77,42.77,0.392,0.0,1,43.37,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 22:40:00,22,40,214.87,41.46,0.441,0.0,1,31.12,90,4,0,1.0,cloudy,0,0,0.0,0.0013,-0.0013
A,2026-06-03 22:45:00,22,45,186.2,47.16,0.368,0.0,3,34.4,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 22:50:00,22,50,237.41,37.56,0.465,0.0,1,34.74,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 22:55:00,22,55,187.97,42.01,0.376,0.0,1,29.38,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:00:00,23,0,136.21,47.1,0.282,0.0,2,39.52,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:05:00,23,5,145.96,46.6,0.303,0.0,3,40.48,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:10:00,23,10,135.2,49.54,0.281,0.0,3,35.17,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:15:00,23,15,137.09,50.65,0.251,0.0,2,36.79,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:20:00,23,20,133.44,50.27,0.302,0.0,1,44.57,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:25:00,23,25,144.4,43.57,0.303,0.0,4,39.24,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:30:00,23,30,138.58,44.76,0.287,0.0,2,41.52,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:35:00,23,35,160.53,46.53,0.302,0.0,4,37.4,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:40:00,23,40,164.51,43.5,0.317,0.0,2,30.26,90,4,0,1.0,sunny,0,0,0.0,0.0004,-0.0004
A,2026-06-03 23:45:00,23,45,140.29,49.44,0.294,0.0,1,35.18,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:50:00,23,50,166.62,47.58,0.35,0.0,2,33.83,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-03 23:55:00,23,55,159.07,48.01,0.32,0.0,2,34.0,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 00:00:00,0,0,136.44,46.41,0.358,0.0,1,32.45,90,4,0,1.0,sunny,0,0,0.0,0.0002,-0.0002
A,2026-06-04 00:05:00,0,5,144.63,45.97,0.324,0.0,3,30.32,90,4,0,1.0,sunny,0,0,0.0,0.0084,-0.0084
A,2026-06-04 00:10:00,0,10,136.53,48.11,0.296,0.0,3,37.31,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 00:15:00,0,15,133.31,48.07,0.26,0.0,1,40.39,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 00:20:00,0,20,154.48,45.82,0.333,0.0,3,43.14,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 00:25:00,0,25,161.24,43.09,0.358,0.0,4,31.76,90,4,0,1.0,rainy,0,0,0.0,0.0027,-0.0027
A,2026-06-04 00:30:00,0,30,113.4,45.65,0.259,0.0,4,35.88,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 00:35:00,0,35,163.33,44.43,0.368,0.0,1,46.16,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 00:40:00,0,40,195.64,37.83,0.427,0.0,2,45.58,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 00:45:00,0,45,141.4,40.3,0.41,0.0,2,34.7,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 00:50:00,0,50,142.97,47.44,0.325,0.0,2,29.78,90,4,0,1.0,sunny,0,0,0.0,0.0013,-0.0013
A,2026-06-04 00:55:00,0,55,171.25,41.47,0.358,0.0,3,39.68,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 01:00:00,1,0,148.05,41.87,0.292,0.0,4,30.32,90,4,0,1.0,sunny,0,0,0.0,0.0084,-0.0084
A,2026-06-04 01:05:00,1,5,158.74,47.73,0.3,0.0,3,33.03,90,4,0,1.0,rainy,0,0,0.0,0.0004,-0.0004
A,2026-06-04 01:10:00,1,10,170.01,49.33,0.331,0.0,1,31.43,90,4,0,1.0,rainy,0,0,0.0,0.0035,-0.0035
A,2026-06-04 01:15:00,1,15,161.51,45.41,0.384,0.0,2,25.11,90,4,0,1.0,sunny,0,0,0.0,0.0122,-0.0122
A,2026-06-04 01:20:00,1,20,155.42,48.44,0.327,0.0,3,36.84,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 01:25:00,1,25,183.9,42.17,0.364,0.0,3,31.87,90,4,0,1.0,sunny,0,0,0.0,0.0022,-0.0022
A,2026-06-04 01:30:00,1,30,150.73,47.54,0.355,0.0,2,31.51,90,4,0,1.0,cloudy,0,0,0.0,0.0009,-0.0009
A,2026-06-04 01:35:00,1,35,207.83,40.92,0.409,0.0,4,40.27,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 01:40:00,1,40,212.94,46.16,0.368,0.0,3,38.93,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 01:45:00,1,45,147.78,46.57,0.354,0.0,4,37.62,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 01:50:00,1,50,140.9,43.18,0.341,0.0,4,24.98,90,4,0,1.0,sunny,0,0,0.0,0.0025,-0.0025
A,2026-06-04 01:55:00,1,55,130.61,41.43,0.287,0.0,4,37.95,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 02:00:00,2,0,134.2,42.98,0.323,0.0,2,27.37,90,4,0,1.0,sunny,0,0,0.0,0.0045,-0.0045
A,2026-06-04 02:05:00,2,5,150.59,49.17,0.308,0.0,3,30.28,90,4,0,1.0,sunny,0,0,0.0,0.0004,-0.0004
A,2026-06-04 02:10:00,2,10,125.05,50.9,0.303,0.0,2,47.14,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 02:15:00,2,15,155.39,43.79,0.313,0.0,1,36.99,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 02:20:00,2,20,173.24,49.29,0.349,0.0,1,35.67,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 02:25:00,2,25,133.77,46.38,0.305,0.0,2,37.46,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 02:30:00,2,30,181.04,39.55,0.388,0.0,2,36.27,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 02:35:00,2,35,143.43,41.84,0.383,0.0,4,43.14,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 02:40:00,2,40,150.75,47.62,0.382,0.0,1,36.52,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 02:45:00,2,45,160.85,45.01,0.377,0.0,3,36.57,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 02:50:00,2,50,102.64,52.65,0.238,0.0,2,31.66,90,4,0,1.0,sunny,0,0,0.0,0.0013,-0.0013
A,2026-06-04 02:55:00,2,55,131.7,43.06,0.338,0.0,3,36.48,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:00:00,3,0,104.28,45.9,0.271,0.0,1,32.85,90,4,0,1.0,sunny,0,0,0.0,0.0002,-0.0002
A,2026-06-04 03:05:00,3,5,172.27,41.69,0.417,0.0,4,36.46,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:10:00,3,10,178.64,42.98,0.362,0.0,2,36.54,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:15:00,3,15,142.74,49.19,0.314,0.0,2,33.42,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:20:00,3,20,129.63,41.73,0.34,0.0,1,42.64,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:25:00,3,25,137.65,42.51,0.273,0.0,2,43.02,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:30:00,3,30,155.42,50.62,0.284,0.0,4,40.88,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:35:00,3,35,116.53,50.15,0.297,0.0,2,35.02,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:40:00,3,40,121.3,44.04,0.334,0.0,3,38.89,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:45:00,3,45,121.58,45.13,0.325,0.0,3,38.06,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:50:00,3,50,119.01,44.32,0.314,0.0,1,34.8,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 03:55:00,3,55,163.13,47.53,0.301,0.0,3,46.44,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 04:00:00,4,0,124.23,47.66,0.297,0.0,4,32.05,90,4,0,1.0,sunny,0,0,0.0,0.001,-0.001
A,2026-06-04 04:05:00,4,5,116.4,50.42,0.288,0.0,1,38.64,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 04:10:00,4,10,153.76,43.19,0.329,0.0,2,35.8,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 04:15:00,4,15,139.93,51.48,0.262,0.0,3,37.85,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 04:20:00,4,20,189.91,41.61,0.374,0.0,3,29.68,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 04:25:00,4,25,172.54,43.33,0.385,0.0,1,36.86,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 04:30:00,4,30,135.27,48.9,0.286,0.0,1,29.69,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 04:35:00,4,35,192.16,48.58,0.381,0.0,1,32.34,90,4,0,1.0,rainy,0,0,0.0,0.0004,-0.0004
A,2026-06-04 04:40:00,4,40,192.62,44.17,0.359,0.0,4,30.07,90,4,0,1.0,cloudy,0,0,0.0,0.0023,-0.0023
A,2026-06-04 04:45:00,4,45,132.11,44.26,0.319,0.0,1,38.92,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 04:50:00,4,50,127.63,45.2,0.27,0.0,4,23.87,90,4,0,1.0,sunny,0,0,0.0,0.0044,-0.0044
A,2026-06-04 04:55:00,4,55,168.48,46.27,0.357,0.0,2,28.87,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 05:00:00,5,0,112.18,47.59,0.273,0.0,4,32.96,90,4,0,1.0,sunny,0,0,0.0,0.0002,-0.0002
A,2026-06-04 05:05:00,5,5,123.25,43.7,0.317,0.0,1,38.39,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 05:10:00,5,10,114.8,47.02,0.281,0.0,3,36.08,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
A,2026-06-04 05:15:00,5,15,177.88,41.06,0.374,0.0,2,35.83,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 05:20:00,5,20,165.73,46.73,0.36,0.0,3,35.66,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 05:25:00,5,25,212.16,43.85,0.434,0.0,3,43.57,90,4,0,1.0,rainy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 05:30:00,5,30,139.84,46.74,0.313,0.0,4,31.84,90,4,0,1.0,sunny,0,0,0.0,0.0024,-0.0024
A,2026-06-04 05:35:00,5,35,131.42,52.49,0.356,0.0,1,28.28,90,4,0,1.0,sunny,0,0,0.0,0.0024,-0.0024
A,2026-06-04 05:40:00,5,40,138.98,46.78,0.28,0.0,2,41.71,90,4,0,1.0,cloudy,0,0,0.0,0.0001,-0.0001
A,2026-06-04 05:45:00,5,45,136.13,49.08,0.332,0.0,4,27.18,90,4,0,1.0,sunny,0,0,0.0,0.0003,-0.0003
A,2026-06-04 05:50:00,5,50,133.51,47.46,0.322,0.0,4,40.13,90,4,0,1.0,sunny,0,0,0.0,0.0001,-0.0001
